Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
Mustang Mach-Epremium,Ford,36271.0,Medium,2025.0,White,Black Onyx,5.0,310.0,30.0,8.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R72SMA18133,https://ev.com/vehicle/o2du3m
Mustang Mach-Epremium,Ford,39079.0,Medium,2025.0,White,Black Onyx,5.0,310.0,30.0,7.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R77SMA16703,https://ev.com/vehicle/um8pn1
Mustang Mach-Epremium,Ford,34237.0,Medium,2025.0,Green,Black Onyx,5.0,310.0,30.0,15.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R73SMA16889,https://ev.com/vehicle/9knu85
Mustang Mach-Epremium,Ford,36192.0,Medium,2025.0,Gray,Light Space Gray,5.0,310.0,30.0,8.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R78SMA12854,https://ev.com/vehicle/c1dobt
Mustang Mach-Egt,Ford,45221.0,Medium,2025.0,Black,Performance Gray,5.0,280.0,30.0,26.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SX7SMA17351,https://ev.com/vehicle/a1wk5u
Mustang Mach-Egt,Ford,45675.0,Medium,2023.0,Shadow Black,Black Onyx/Copper,5.0,270.0,30.0,8669.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SE0PMA75632,https://ev.com/vehicle/cq8t5b
Mustang Mach-Eselect,Ford,29460.0,Low,2025.0,DESERT SAND,SJ,5.0,250.0,30.0,26.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R44SMA12912,https://ev.com/vehicle/gbplb3
Mustang Mach-Eselect,Ford,30060.0,Low,2025.0,SHADOW BLK,SJ,5.0,250.0,30.0,8.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R48SMA18082,https://ev.com/vehicle/ws170v
Mustang Mach-Eselect,Ford,29460.0,Low,2025.0,SHADOW BLK,SJ,5.0,250.0,30.0,26.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA19743,https://ev.com/vehicle/099957
Mustang Mach-Eselect,Ford,31055.0,Medium,2025.0,GLACIER GRY,SJ,5.0,250.0,30.0,7.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R4XSMA08587,https://ev.com/vehicle/q3kdao
Mustang Mach-Epremium,Ford,37405.0,Medium,2025.0,STAR WHT MET TC,MY,5.0,310.0,30.0,7.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R71SMA18771,https://ev.com/vehicle/95ktem
Mustang Mach-Epremium,Ford,37010.0,Medium,2025.0,DESERT SAND,MJ,5.0,310.0,30.0,11.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R73SMA08212,https://ev.com/vehicle/7sm51u
Mustang Mach-Eselect,Ford,29240.0,Low,2025.0,Red,Black Onyx,5.0,250.0,30.0,2.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R40SMA14897,https://ev.com/vehicle/447fba
Mustang Mach-Eselect,Ford,29240.0,Low,2025.0,White,Black Onyx,5.0,250.0,30.0,2.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA13652,https://ev.com/vehicle/mm1om3
Mustang Mach-Epremium,Ford,34706.0,Medium,2025.0,White,Black Onyx,5.0,310.0,30.0,2.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R72SMA13711,https://ev.com/vehicle/8ndabc
Escapephev,Ford,34417.0,Medium,2025.0,White,Ebony,5.0,37.0,30.0,3.0,163.0,SAE CCS DC fast charge connector,14.4,96.0,100000.0,1FMCU0E10SUB13778,https://ev.com/vehicle/rflfoz
Escapephev,Ford,34412.0,Medium,2025.0,White,Space Gray,5.0,37.0,30.0,3.0,163.0,SAE CCS DC fast charge connector,14.4,96.0,100000.0,1FMCU0E1XSUB15411,https://ev.com/vehicle/a6chsk
Escapephev,Ford,28756.0,Low,2025.0,White,Ebony,5.0,37.0,30.0,65.0,163.0,SAE CCS DC fast charge connector,14.4,96.0,100000.0,1FMCU0E17SUA33751,https://ev.com/vehicle/va0ipb
F-150 Lightningxlt,Ford,46435.0,Medium,2025.0,Gray,"""med Dk Sla""",5.0,240.0,30.0,30.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK3SWG04659,https://ev.com/vehicle/450uyr
Mustang Mach-Eselect,Ford,30325.0,Medium,2025.0,Red,"""sj""",5.0,250.0,30.0,8.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R41SMA09028,https://ev.com/vehicle/7oalgj
Mustang Mach-Epremium,Ford,35327.0,Medium,2025.0,Eruption Green Metallic,Black Onyx,5.0,310.0,30.0,5.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R75SMA20166,https://ev.com/vehicle/gbtc05
Mustang Mach-Epremium,Ford,39471.0,Medium,2025.0,Velocity Blue Metallic,Light Space Gray,5.0,320.0,30.0,45.0,365.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3SUXSMA04352,https://ev.com/vehicle/s8nyw7
Mustang Mach-Eselect,Ford,30955.0,Medium,2025.0,Unknown,Unknown,5.0,250.0,30.0,10.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R46SMA21773,https://ev.com/vehicle/36gva0
Mustang Mach-Epremium,Ford,32260.0,Medium,2025.0,Unknown,Unknown,5.0,250.0,30.0,10.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R43SMA27672,https://ev.com/vehicle/ydajwm
Mustang Mach-Epremium,Ford,40850.0,Medium,2025.0,Unknown,Unknown,5.0,310.0,30.0,10.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R74SMA22152,https://ev.com/vehicle/56wppj
Mustang Mach-Epremium,Ford,38655.0,Medium,2025.0,Unknown,Unknown,5.0,310.0,30.0,10.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R7XSMA21913,https://ev.com/vehicle/gqwmq6
Mustang Mach-Epremium,Ford,42690.0,Medium,2025.0,Unknown,Unknown,5.0,320.0,30.0,10.0,365.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3SU1SMA24635,https://ev.com/vehicle/587wto
Mustang Mach-Egt,Ford,52475.0,Medium,2025.0,Unknown,Unknown,5.0,280.0,30.0,10.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SX0SMA26912,https://ev.com/vehicle/3jzfbq
Mustang Mach-Egt,Ford,45675.0,Medium,2023.0,Shadow Black,Black Onyx/Copper,5.0,270.0,30.0,13949.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SE4PMA77061,https://ev.com/vehicle/fjlm5h
Mustang Mach-Egt,Ford,45675.0,Medium,2023.0,Shadow Black,Black Onyx/Copper,5.0,270.0,30.0,10056.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SE8PMA75958,https://ev.com/vehicle/2eohf8
Mustang Mach-Egt,Ford,45675.0,Medium,2023.0,Shadow Black,Black Onyx/Copper,5.0,270.0,30.0,10648.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SE9PMA75712,https://ev.com/vehicle/t50oy6
Mustang Mach-Eselect,Ford,27897.0,Low,2025.0,Black,Black Onyx,5.0,250.0,30.0,4.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA14333,https://ev.com/vehicle/0n5ow2
Mustang Mach-Egt,Ford,45990.0,Medium,2025.0,Green,Performance Gray,5.0,280.0,30.0,4.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SX8SMA13678,https://ev.com/vehicle/uezo0w
Mustang Mach-Eselect,Ford,29579.0,Low,2025.0,Black,Black Onyx,5.0,250.0,30.0,5.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA12999,https://ev.com/vehicle/yzwvgc
Mustang Mach-Epremium,Ford,34929.0,Medium,2025.0,Black,Black Onyx,5.0,310.0,30.0,6.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R72SMA14261,https://ev.com/vehicle/3p1m3f
Mustang Mach-Eselect,Ford,32020.0,Medium,2025.0,White,Sj,5.0,250.0,30.0,5.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R45SMA18847,https://ev.com/vehicle/u2zxv0
Mustang Mach-Epremium,Ford,34360.0,Medium,2025.0,STAR WHT MET TC,MJ,5.0,250.0,30.0,13.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R43SMA21208,https://ev.com/vehicle/ba6g5i
Escapephev,Ford,29341.0,Low,2025.0,Unknown,Unknown,5.0,37.0,30.0,10.0,163.0,SAE CCS DC fast charge connector,14.4,96.0,100000.0,1FMCU0E10SUB29382,https://ev.com/vehicle/cxaw7m
F-150 Lightningxlt,Ford,44895.0,Medium,2025.0,White,"""med Dk Sla""",5.0,240.0,30.0,21.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK5SWG12956,https://ev.com/vehicle/xtjr4a
F-150 Lightningxlt,Ford,44735.0,Medium,2025.0,White,Medium Dark Slate,5.0,240.0,30.0,23.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LKXSWG00981,https://ev.com/vehicle/areysq
F-150 Lightningflash,Ford,52090.0,Medium,2025.0,Space White Metallic,Medium Dark Slate,5.0,300.0,30.0,80.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3LU0SWG06892,https://ev.com/vehicle/5mgbqa
F-150 Lightningflash,Ford,46758.0,Medium,2025.0,Carbonized Gray Metallic,Medium Dark Slate,5.0,300.0,30.0,36.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3L77SWG04823,https://ev.com/vehicle/p7kuzv
F-150 Lightningflash,Ford,51790.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,10.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3LU7SWG13418,https://ev.com/vehicle/11nvn0
F-150 Lightninglariat,Ford,42690.0,Medium,2023.0,G4 Azure Gray Metallic Tricoat,Unknown,5.0,240.0,44.0,9766.0,462.0,SAE CCS DC fast charge connector,98.0,96.0,100000.0,1FTVW1EL1PWG30159,https://ev.com/vehicle/lbtoko
F-150 Lightninglariat,Ford,53660.0,Medium,2025.0,Iconic Silver Metallic,Active X Seats W/Console Black,5.0,320.0,30.0,0.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W5L77SWG15627,https://ev.com/vehicle/6afx52
F-150 Lightninglariat,Ford,53660.0,Medium,2025.0,Agate Black Metallic,Active X Seats W/Console Black,5.0,320.0,30.0,0.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W5L78SWG15913,https://ev.com/vehicle/wgo8xq
F-150 Lightningxlt,Ford,39660.0,Medium,2025.0,Space White Metallic,Cloth 40/Console/40 Medium Dark Slate,5.0,240.0,30.0,0.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK6SWG16403,https://ev.com/vehicle/b3s777
F-150 Lightningflash,Ford,53355.0,Medium,2025.0,Carbonized Gray,Unknown,5.0,300.0,30.0,10.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3LU6SWG10414,https://ev.com/vehicle/igmtvm
F-150 Lightningxlt,Ford,47090.0,Medium,2025.0,Silver,Unknown,5.0,240.0,30.0,10.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK0SWG11472,https://ev.com/vehicle/fj3lqp
F-150 Lightningxlt,Ford,46660.0,Medium,2025.0,Agate Black,Unknown,5.0,240.0,30.0,10.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK5SWG10513,https://ev.com/vehicle/2ywx4w
F-150 Lightningflash,Ford,46917.0,Medium,2025.0,White,Medium Dark Slate,5.0,300.0,30.0,3.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3L7XSWG01550,https://ev.com/vehicle/eev34n
F-150 Lightningflash,Ford,53870.0,Medium,2025.0,Oxford White,Medium Dark Slate,5.0,300.0,30.0,30.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3LU3SWG07387,https://ev.com/vehicle/g4tnrw
Mustang Mach-Egt,Ford,45675.0,Medium,2023.0,Shadow Black,Black Onyx/Copper,5.0,270.0,30.0,4957.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SE3PMA75527,https://ev.com/vehicle/6ootto
Mustang Mach-Epremium,Ford,38260.0,Medium,2025.0,Unknown,Unknown,5.0,310.0,30.0,10.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R7XSMA19708,https://ev.com/vehicle/euh5sr
Mustang Mach-Eselect,Ford,31055.0,Medium,2025.0,Unknown,Unknown,5.0,250.0,30.0,10.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R46SMA08151,https://ev.com/vehicle/f95dsh
Mustang Mach-Eselect,Ford,30955.0,Medium,2025.0,Unknown,Unknown,5.0,250.0,30.0,10.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R45SMA19674,https://ev.com/vehicle/8owx3u
Mustang Mach-Epremium,Ford,39255.0,Medium,2025.0,Unknown,Unknown,5.0,310.0,30.0,10.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R72SMA19573,https://ev.com/vehicle/qi2b1b
Mustang Mach-Eselect,Ford,17975.0,Low,2022.0,Gray,Black Onyx,5.0,224.0,30.0,9621.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1SS3NMA19217,https://ev.com/vehicle/hv6m7s
Mustang Mach-Epremium,Ford,31675.0,Medium,2024.0,Blue,Black Onyx,5.0,250.0,30.0,3034.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R4XRMA03752,https://ev.com/vehicle/p3ir9p
Mustang Mach-Eselect,Ford,28829.0,Low,2025.0,Red,Black Onyx,5.0,250.0,30.0,4.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R41SMA13693,https://ev.com/vehicle/o9j3oh
Mustang Mach-Eselect,Ford,28947.0,Low,2025.0,White,Black Onyx,5.0,250.0,30.0,5.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R43SMA12996,https://ev.com/vehicle/uahzaz
Mustang Mach-Eselect,Ford,28829.0,Low,2025.0,White,Black Onyx,5.0,250.0,30.0,15.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R47SMA15822,https://ev.com/vehicle/t93dg7
Mustang Mach-Eselect,Ford,30755.0,Medium,2025.0,GRABBER YELLOW,SJ,5.0,250.0,30.0,11.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA10413,https://ev.com/vehicle/qcweus
Mustang Mach-Epremium,Ford,38005.0,Medium,2025.0,GLACIER GRY,MJ,5.0,310.0,30.0,12.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R79SMA08392,https://ev.com/vehicle/52wtny
Mustang Mach-Eselect,Ford,30060.0,Low,2025.0,Shadow Black,Black Onyx,5.0,250.0,30.0,1.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R4XSMA15216,https://ev.com/vehicle/n9p7ru
Mustang Mach-Epremium,Ford,37860.0,Medium,2025.0,Shadow Black,Black Activex,5.0,310.0,30.0,1.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R73SMA09862,https://ev.com/vehicle/11m9sr
Mustang Mach-Eselect,Ford,30455.0,Medium,2025.0,Star White Metallic Tri-Coat,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R40SMA18867,https://ev.com/vehicle/lk0vcq
Mustang Mach-Eselect,Ford,30455.0,Medium,2025.0,Glacier Gray Metallic Tricoat,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R41SMA19672,https://ev.com/vehicle/liz7w0
Mustang Mach-Eselect,Ford,29460.0,Low,2025.0,Desert Sand,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R41SMA19915,https://ev.com/vehicle/42dizp
Mustang Mach-Eselect,Ford,30455.0,Medium,2025.0,Molten Magenta Metallic Tinted Clearcoat,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R41SMA19929,https://ev.com/vehicle/41e4zd
Mustang Mach-Eselect,Ford,28265.0,Low,2025.0,Beige,Unknown,5.0,250.0,30.0,10.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R45SMA10022,https://ev.com/vehicle/v75rqt
Mustang Mach-Eselect,Ford,29460.0,Low,2025.0,Shadow Black,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R49SMA19905,https://ev.com/vehicle/k9nx04
Mustang Mach-Eselect,Ford,29955.0,Low,2025.0,Eruption Green Metallic,Activex Seating Material Black Onyx,5.0,250.0,30.0,0.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK1R4XSMA18570,https://ev.com/vehicle/oijvta
Mustang Mach-Epremium,Ford,37365.0,Medium,2025.0,Desert Sand,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R71SMA29513,https://ev.com/vehicle/5wt8wl
Mustang Mach-Epremium,Ford,38610.0,Medium,2025.0,Shadow Black,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R72SMA23090,https://ev.com/vehicle/47wn70
Mustang Mach-Epremium,Ford,36410.0,Medium,2025.0,Shadow Black,Gray,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R76SMA19849,https://ev.com/vehicle/6af1rp
Mustang Mach-Epremium,Ford,37115.0,Medium,2025.0,Desert Sand,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R76SMA20192,https://ev.com/vehicle/tkxj5c
Mustang Mach-Epremium,Ford,37365.0,Medium,2025.0,Shadow Black,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R77SMA24669,https://ev.com/vehicle/1i97av
Mustang Mach-Epremium,Ford,38605.0,Medium,2025.0,Star White Metallic Tri-Coat,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R79SMA10997,https://ev.com/vehicle/iaxd9k
Mustang Mach-Epremium,Ford,36905.0,Medium,2025.0,Eruption Green Metallic,Perforated Activex Seat Mat'l Black Onyx,5.0,310.0,30.0,0.0,290.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R7XSMA18803,https://ev.com/vehicle/w1fbih
Mustang Mach-Egt,Ford,46360.0,Medium,2025.0,Shadow Black,Unknown,5.0,280.0,30.0,10.0,480.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK4SX6SMA08415,https://ev.com/vehicle/lfv6us
Mustang Mach-Epremium,Ford,36355.0,Medium,2025.0,Velocity Blue Metallic,Black Onyx,5.0,250.0,30.0,15.0,264.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3FMTK3R42SMA02553,https://ev.com/vehicle/hzmag3
Escapephev,Ford,34090.0,Medium,2025.0,Vapor Blue Metallic,Partial Vinyl/Cloth Seats Ebony,5.0,37.0,30.0,0.0,163.0,SAE CCS DC fast charge connector,14.4,96.0,100000.0,1FMCU0E18SUB13429,https://ev.com/vehicle/npfmda
E-Transit-350 Cargo Van,Ford,33687.0,Medium,2024.0,White,Dark Palazzo Gray,2.0,159.0,30.0,111.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM4RKB22582,https://ev.com/vehicle/7ywf1p
E-Transit-350 Cargo Van,Ford,40895.0,Medium,2024.0,WHITE,VK,2.0,159.0,30.0,3.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW1YM9RKB22197,https://ev.com/vehicle/p89rmu
E-Transit-350 Cargo Van,Ford,49675.0,Medium,2024.0,WHITE,DARK PALAZZO GRAY  VINYL,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW1YMXRKB11984,https://ev.com/vehicle/kq9s1z
E-Transit-350 Cargo Van,Ford,44750.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM0RKB13460,https://ev.com/vehicle/vne9st
E-Transit-350 Cargo Van,Ford,40070.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM3RKB13503,https://ev.com/vehicle/1hlca8
E-Transit-350 Cargo Van,Ford,40070.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM5RKB11963,https://ev.com/vehicle/va222e
E-Transit-350 Cargo Van,Ford,39825.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM6RKB11888,https://ev.com/vehicle/gkp8j4
E-Transit-350 Cargo Van,Ford,40070.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM7RKB13505,https://ev.com/vehicle/ofi5vs
E-Transit-350 Cargo Van,Ford,40115.0,Medium,2024.0,Unknown,VK,2.0,159.0,30.0,12000.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM8RKB11892,https://ev.com/vehicle/h9dn20
E-Transit-350 Cargo Van,Ford,46408.0,Medium,2023.0,White,Black,2.0,126.0,30.0,158.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CK6PKA89855,https://ev.com/vehicle/sp74ge
E-Transit-350 Cargo Van,Ford,60456.0,High,2024.0,White,Dark Palazzo Gray,2.0,159.0,30.0,32.0,266.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTBW9CM4RKB12005,https://ev.com/vehicle/2ks10m
F-150 Lightningpro,Ford,36231.0,Medium,2023.0,Gray,Medium Dark Slate,5.0,240.0,30.0,9722.0,462.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW1EL9PWG11424,https://ev.com/vehicle/wvm4p9
F-150 Lightningflash,Ford,47755.0,Medium,2025.0,Gray,Medium Dark Slate,5.0,300.0,30.0,56.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3L76SWG02352,https://ev.com/vehicle/enzhy4
F-150 Lightningpro,Ford,55785.0,High,2024.0,White,Medium Dark Slate,5.0,320.0,30.0,156.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B72RWG28953,https://ev.com/vehicle/6p8v78
F-150 Lightningflash,Ford,49211.0,Medium,2025.0,Agate Black Metallic,Medium Dark Slate,5.0,300.0,30.0,40.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3L71SWG01095,https://ev.com/vehicle/ysgdza
F-150 Lightningpro,Ford,55785.0,High,2024.0,White,Medium Dark Slate,5.0,320.0,30.0,157.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B71RWG33206,https://ev.com/vehicle/mbg7fw
F-150 Lightningxlt,Ford,44485.0,Medium,2025.0,White,"""med Dk Sla""",5.0,240.0,30.0,27.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK1SWG00822,https://ev.com/vehicle/xgm4bu
F-150 Lightningxlt,Ford,44135.0,Medium,2025.0,White,"""blk W/Med""",5.0,240.0,30.0,23.0,452.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FTVW3LK5SWG13671,https://ev.com/vehicle/ajpcyh
F-150 Lightningflash,Ford,49222.0,Medium,2025.0,Agate Black Metallic,Medium Dark Slate,5.0,300.0,30.0,34.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3L71SWG00979,https://ev.com/vehicle/wk3svg
F-150 Lightningflash,Ford,51360.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,12.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3L79SWG00602,https://ev.com/vehicle/jar8cf
F-150 Lightninglariat,Ford,59160.0,High,2025.0,Unknown,Unknown,5.0,320.0,30.0,10.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W5L76SWG11889,https://ev.com/vehicle/sqtris
F-150 Lightningflash,Ford,51790.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,10.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W3LU4SWG12520,https://ev.com/vehicle/vpr8d5
F-150 Lightninglariat,Ford,42540.0,Medium,2023.0,Gray,Black/Medium Dark Slate,5.0,240.0,30.0,14483.0,462.0,SAE CCS DC fast charge connector,98.0,96.0,100000.0,1FTVW1EL7PWG45040,https://ev.com/vehicle/2lmuy9
F-150 Lightningpro,Ford,55785.0,High,2024.0,Silver,Medium Dark Slate,5.0,320.0,30.0,51.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B76RWG32844,https://ev.com/vehicle/lnzmfo
F-150 Lightningpro,Ford,55785.0,High,2024.0,Black,Medium Dark Slate,5.0,320.0,30.0,222.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B70RWG32953,https://ev.com/vehicle/zc0e8i
F-150 Lightningpro,Ford,55785.0,High,2024.0,Black,Medium Dark Slate,5.0,320.0,30.0,195.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B70RWG33200,https://ev.com/vehicle/2qmapz
F-150 Lightningpro,Ford,50124.0,Medium,2024.0,White,Medium Dark Slate,5.0,320.0,30.0,99.0,580.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,1FT6W1B78RWG28861,https://ev.com/vehicle/p2ztot
